Cobi_24_1_S54	Cobi_24_2_S55	TNF_24_1_S58	TNF_24_2_S59	UT_24_1_S52	UT_24_2_S53
CDC42	4258	4090	4647	4598	4614	5469
CDC42-AS1	1	0	0	0	0	1
AL031281.1	25	37	62	59	100	87
CDC42-IT1	1	0	1	0	2	2
MPHOSPH6P1	0	0	0	0	0	0
WNT4	16	18	14	34	26	18
AL445253.1	3	5	3	2	3	1
MIR4418	0	0	0	0	0	0
PPIAP34	0	0	0	0	0	0
AL591122.1	0	0	0	0	0	0
ZBTB40	797	766	609	533	724	753
ZBTB40-IT1	0	3	4	4	2	1
EPHA8	9	6	2	2	4	0
MIR6127	0	0	0	0	0	0
C1QA	0	0	0	0	0	0
C1QC	0	0	0	0	0	0
C1QB	0	0	0	0	0	0
EPHB2	510	558	375	410	480	514
MIR4684	0	0	0	0	0	0
AL512444.1	0	0	0	0	0	0
MIR4253	0	0	0	0	0	0
LACTBL1	0	0	1	0	0	0
TEX46	0	1	1	4	0	2
KDM1A	2083	2300	2613	2594	3217	3445
AL031428.1	54	64	37	44	50	53
MIR3115	0	0	0	0	1	0
AL031428.2	0	0	0	0	0	0
LUZP1	1108	1163	795	862	779	852
AL161672.1	0	0	0	0	0	0
RNU6-514P	0	0	0	0	0	0
RNU6-135P	0	0	0	0	0	0
HTR1D	100	86	77	67	98	93
AL109936.2	0	0	0	0	0	0
LINC01355	26	23	12	13	24	35
AL109936.8	0	0	0	0	0	0
HNRNPR	2564	2612	3732	3644	4105	4671
ZNF436	385	432	209	226	233	283
ZNF436-AS1	29	25	21	13	39	36
AL109936.1	3	1	1	1	7	1
AL109936.3	3	0	1	3	1	3
TCEA3	82	98	51	40	68	93
AL357134.1	0	0	0	0	0	0
ASAP3	492	514	190	166	292	274
E2F2	80	62	449	374	403	468
AL021154.1	5	9	1	4	8	2
ID3	5748	5659	361	337	1103	990
AL450043.1	0	1	0	0	0	0
MDS2	2	0	0	0	0	0
AL451000.1	0	0	0	0	0	0
RPL11	6122	6103	6081	6191	6864	7250
ELOA-AS1	16	17	44	27	32	43
ELOA	693	735	902	903	853	930
PITHD1	336	340	452	439	567	634
LYPLA2	741	755	666	604	751	788
GALE	518	585	853	894	1136	1275
HMGCL	385	449	351	343	444	594
FUCA1	452	488	330	367	513	551
CNR2	1	2	0	0	1	0
BTBD6P1	0	0	0	0	0	0
AL590609.2	0	0	0	0	0	0
MIR378F	0	0	0	0	0	0
H3P1	31	15	16	29	17	19
PNRC2	1393	1359	1596	1747	1665	1968
SRSF10	1392	1308	1990	1885	1884	2321
AL590609.1	0	0	0	0	0	0
AL591178.1	3	1	0	0	0	0
MYOM3	425	468	110	129	239	223
MYOM3-AS1	0	0	0	0	0	0
IL22RA1	43	40	28	30	45	49
IFNLR1	244	273	298	286	280	318
LINC02800	0	0	1	0	0	0
GRHL3-AS1	0	0	0	1	0	0
GRHL3	45	42	10	9	16	6
STPG1	113	120	296	304	287	239
NIPAL3	513	540	473	492	670	663
RCAN3AS	9	7	1	5	14	9
RCAN3	631	588	431	393	528	695
NCMAP-DT	0	0	1	2	2	2
NCMAP	16	7	34	37	54	66
AL445686.1	0	0	0	0	1	0
AL445686.2	0	0	0	0	0	0
SRRM1	1505	1653	1919	1696	1923	2418
AL445648.1	0	0	0	0	0	0
CLIC4	1837	1663	3322	3364	2524	2914
RNU6-1208P	0	0	0	0	0	0
RUNX3	296	287	333	300	385	419
MIR6731	0	0	0	1	0	1
AL445471.1	4	5	1	0	1	3
AL445471.2	0	0	0	0	0	0
MIR4425	0	0	0	0	0	0
LINC02793	0	0	0	0	0	0
AL050344.1	0	0	0	0	0	0
IFITM3P7	0	0	0	0	0	0
AL031432.1	0	0	0	0	0	0
SYF2	618	660	664	702	634	740
AL031432.4	10	8	7	4	13	14
AL031432.5	3	1	2	0	5	4
RSRP1	810	728	387	336	482	610
AL031432.3	0	1	0	0	2	3
AL031432.2	1	2	3	2	2	8
RHD	0	0	0	0	1	0
SDHDP6	13	10	14	13	20	17
AL928711.1	4	6	15	4	8	11
TMEM50A	1128	1115	1268	1216	1051	1198
RHCE	8	4	6	13	5	5
AL031284.1	2	3	2	4	2	4
MACO1	250	268	280	292	303	336
LDLRAP1	392	403	352	334	538	531
AL606491.1	1	1	6	2	9	4
MAN1C1	30	41	11	6	28	28
AL031280.1	0	0	0	0	0	0
SELENON	2809	2718	1809	1784	2416	2629
AL020996.2	714	735	458	472	608	670
AL020996.1	3	5	3	0	1	2
MTFR1L	504	567	349	324	474	558
AL020996.3	0	0	3	4	0	3
AUNIP	31	27	183	180	169	179
AL033528.3	2	1	0	2	6	1
PAQR7	382	362	253	269	336	389
AL033528.1	0	1	0	0	0	0
STMN1	3114	3256	4481	4503	5301	6005
SNRPFP2	0	0	0	0	0	0
AL033528.2	0	0	0	0	0	0
MIR3917	353	355	453	470	660	652
PAFAH2	251	297	274	288	327	342
RNU6-110P	0	0	0	0	0	0
AL592064.1	0	0	0	0	0	0
AL592064.2	0	0	0	0	0	0
EXTL1	5	5	1	0	0	2
SLC30A2	0	0	0	0	0	0
AL391650.2	0	0	1	0	0	0
TRIM63	1	0	0	0	0	0
PDIK1L	151	184	203	203	197	224
FAM110D	13	13	2	5	7	12
C1orf232	1	0	0	0	0	0
AL391650.1	0	0	2	0	0	0
ZNF593	189	216	250	224	286	342
CNKSR1	321	346	296	283	300	314
CATSPER4	0	1	2	5	0	1
ZPLD2P	0	0	0	0	0	0
AL355877.2	0	0	0	0	0	0
CEP85	318	289	701	660	852	925
AL355877.1	0	0	0	0	0	0
SH3BGRL3	863	909	822	839	919	964
UBXN11	141	150	182	162	207	210
CD52	2	2	0	0	2	4
CRYBG2	144	104	66	63	91	91
AL451139.1	0	0	0	0	0	0
ZNF683	0	0	0	0	0	0
LIN28A	12	5	6	4	7	8
DHDDS	403	374	390	374	396	443
AL513365.1	1	0	0	0	0	0
DHDDS-AS1	3	6	4	3	9	5
HMGN2	4207	4418	4198	4293	5813	6654
DPPA2P2	0	0	0	0	0	0
RPS6KA1	701	749	725	727	819	845
MIR1976	0	0	0	0	0	0
RN7SL679P	0	0	0	0	0	0
AL627313.2	0	0	0	0	0	0
RNU7-29P	0	0	0	0	0	0
AL627313.1	0	0	0	0	0	0
AL627082.2	0	0	0	0	0	0
AL627082.1	0	0	0	0	0	0
AL512408.1	16	24	12	8	31	13
ARID1A	1713	1823	1684	1668	2171	2251
PIGV	258	298	197	196	290	329
RN7SL165P	1	0	0	0	1	0
AL034380.2	0	0	0	0	0	0
ZDHHC18	369	430	461	428	486	549
SFN	2701	2771	2024	1957	2046	2309
GPN2	449	447	385	381	433	468
AL034380.1	0	1	0	0	0	1
GPATCH3	157	163	150	134	174	174
NUDC	1193	1318	2274	2110	2442	2516
NR0B2	0	0	0	0	0	0
KDF1	196	240	154	162	235	245
RPL12P13	1	1	0	0	1	2
AL356390.1	1	2	1	0	0	0
OSTCP2	0	0	1	0	0	0
TRNP1	426	412	348	404	540	539
TENT5B	170	158	161	172	139	167
SLC9A1	328	368	353	336	468	376
AL590640.2	0	0	0	0	0	0
CHCHD3P3	8	11	9	15	18	20
NPM1P39	6	11	10	4	6	6
SNRPEP7	0	0	0	0	0	0
AL590640.1	0	0	0	0	0	0
WDTC1	936	914	588	684	831	849
AL590640.3	0	0	0	0	0	0
FO393419.3	2	3	1	1	1	1
TMEM222	253	268	232	232	363	366
RNU6-48P	1	4	1	1	1	1
ACTG1P20	7	4	1	7	4	8
SYTL1	582	566	209	203	452	368
MAP3K6	289	269	175	232	281	323
FCN3	2	0	0	3	2	2
CD164L2	103	130	58	51	96	109
FO393419.1	0	0	0	0	0	0
GPR3	3	0	54	50	39	48
WASF2	2381	2359	3379	3396	3487	3916
FO393419.2	0	0	0	0	0	0
BX293535.1	5	6	0	2	5	1
AHDC1	589	596	523	521	537	580
FGR	0	0	0	1	0	0
AL031729.1	70	96	103	102	107	133
LINC02574	0	0	0	0	0	0
IFI6	679	666	66	99	100	124
AL445490.1	0	0	0	0	0	0
RNU6-949P	0	0	0	0	0	0
CHMP1AP1	0	0	0	0	0	0
RNU6-424P	0	0	0	0	0	0
AL020997.5	0	0	0	0	0	0
FAM76A	155	157	153	139	183	202
AL020997.1	1	1	1	0	1	1
RPEP3	0	0	0	0	0	2
STX12	506	480	463	467	508	605
AL020997.2	0	2	0	1	1	0
AL020997.3	1	1	0	0	0	0
RNU6-1245P	0	0	0	0	0	0
AL020997.4	0	0	3	1	0	2
PPP1R8	861	837	898	790	1020	1111
SCARNA1	1	3	1	1	2	0
THEMIS2	164	153	110	90	130	121
RPA2	337	387	760	785	863	1031
SMPDL3B	422	459	161	129	261	230
AL512288.1	1	1	1	0	1	3
XKR8	97	96	109	104	148	117
EYA3	423	391	528	521	585	640
AL512288.2	0	1	0	3	0	1
RN7SL559P	3	0	0	0	0	1
SPCS2P4	56	38	119	40	35	64
AL137792.2	0	0	0	0	0	0
AL137792.1	0	0	0	0	0	1
RNU6-176P	0	0	0	0	0	0
PTAFR	70	77	59	73	29	60
DNAJC8	1470	1337	2033	1776	2232	2453
ATP5IF1	700	708	599	645	954	857
AL353622.1	19	14	14	12	18	12
AL353622.2	0	0	0	0	0	0
SESN2	208	220	1051	1397	1171	939
MED18	293	302	237	280	337	350
PHACTR4	806	791	896	879	996	1078
CR589951.1	0	0	0	0	0	0
CR391992.1	0	3	3	1	1	0
RNU6ATAC27P	0	0	0	0	1	1
RCC1	1926	1992	2906	2933	2930	3349
SNHG3	591	576	950	971	1159	1230
SNORA73A	14	13	20	30	22	24
SNORA73B	11	21	19	12	33	21
PRDX3P2	0	3	1	1	1	4
AL513497.1	16	17	17	11	16	14
TRNAU1AP	269	238	271	220	270	309
SNHG12	414	337	473	469	386	432
SNORD99	5	12	15	7	7	14
SNORA61	97	87	117	95	79	102
SNORA44	21	16	22	22	9	9
SNORA16A_1	26	17	18	23	20	21
SNORA16A_2	26	17	18	24	21	21
TAF12	404	413	430	402	525	602
RAB42	0	0	0	0	0	0
LINC01715	11	12	9	8	11	8
AL360012.1	10	4	6	3	4	1
RNU11	10	4	6	3	4	1
GMEB1	306	310	401	458	444	493
AL645729.1	1	1	1	0	0	0
YTHDF2	1444	1618	1287	1198	1414	1573
OPRD1	2	3	1	1	1	0
AL009181.2	2	3	0	2	2	7
AL009181.1	0	0	0	0	0	0
EPB41	1560	1546	1640	1657	1589	1772
AL138785.2	0	0	2	1	1	1
AL138785.1	0	0	0	0	0	0
AL138785.3	0	0	0	0	0	0
TMEM200B	192	214	183	205	188	235
AL357500.1	0	0	2	0	1	0
SRSF4	767	776	1119	1160	1109	1301
AL357500.2	7	7	6	8	9	9
MECR	230	258	271	244	313	352
AL590729.1	0	0	0	0	0	0
PTPRU	1294	1323	915	922	1137	1187
LINC01756	0	0	0	0	0	0
AL671862.1	0	0	0	0	0	0
AC092265.1	0	0	0	0	0	0
AL645944.2	0	0	0	0	0	0
AL645944.1	0	0	0	0	0	0
LINC01648	0	0	0	0	0	0
AL137076.1	0	0	0	0	0	0
AL021921.1	0	0	0	0	0	0
AL161638.2	0	0	0	0	0	0
AL161638.1	0	0	0	0	0	0
MATN1	0	2	3	4	0	1
MATN1-AS1	36	22	16	18	25	21
AL137857.1	0	0	0	0	0	1
LAPTM5	0	2	1	3	1	1
MIR4420	0	0	0	1	0	0
AL137027.1	0	0	0	0	0	0
LINC01778	0	2	2	0	0	1
RN7SKP91	0	0	0	0	0	0
AL445235.1	0	0	0	0	0	0
SDC3	1271	1263	775	829	971	1088
RN7SL371P	0	0	0	0	0	0
PUM1	1628	1695	1665	1651	1731	2000
AL356320.2	0	0	0	0	0	0
AL356320.1	0	0	0	0	0	0
SELENOWP1	0	0	0	0	0	0
AC114495.1	0	0	0	0	0	0
NKAIN1	22	16	24	23	22	16
SNRNP40	616	616	1041	977	1063	1192
AC114495.2	5	4	1	2	7	4
ZCCHC17	423	430	403	427	501	545
AL451070.1	0	0	1	0	1	0
FABP3	0	0	0	0	1	0
SERINC2	492	478	464	463	571	665
AC209007.1	0	0	0	0	1	1
RNU6-40P	0	0	0	0	0	0
LDC1P	0	0	0	0	0	0
AC209007.2	0	0	0	0	0	0
LINC01226	51	68	121	100	167	178
AC114488.1	5	5	13	6	16	8
TINAGL1	298	302	550	488	873	898
HCRTR1	0	0	0	0	0	0
PEF1	304	305	381	359	457	441
PEF1-AS1	3	1	0	1	4	0
AC114488.2	2	1	0	1	2	1
COL16A1	30	40	45	61	29	30
ADGRB2	171	134	173	210	220	220
MIR4254	0	1	0	0	0	0
AL354919.2	0	0	0	0	0	0
SPOCD1	87	91	20	32	42	60
AL354919.1	0	0	0	0	0	0
AL136115.2	3	6	6	3	7	5
PTP4A2	3058	3169	5103	5089	4779	5219
AL136115.1	0	0	0	0	0	0
AL136115.3	0	0	0	0	0	0
KHDRBS1	3535	3690	4036	3904	4755	5316
AL445248.1	0	0	0	0	0	0
TMEM39B	117	123	147	159	237	232
MIR5585	0	0	0	0	2	0
AL445248.2	0	0	0	0	0	0
KPNA6	2158	2181	2339	2204	2519	2813
AL049795.2	302	305	355	308	332	377
TXLNA	727	716	740	704	924	903
CCDC28B	25	12	20	21	28	26
AL049795.1	16	5	1	2	13	6
IQCC	39	45	63	54	91	88
DCDC2B	0	0	0	0	3	0
TMEM234	67	50	38	47	73	61
EIF3I	2829	3031	4230	3944	4648	5039
MTMR9LP	86	86	25	19	49	50
FAM167B	10	10	9	4	9	7
LCK	2	4	2	1	2	4
AL121991.1	0	0	0	0	0	0
AL109945.2	0	0	0	0	0	0
HDAC1	3455	3629	2975	2779	4071	4430
MARCKSL1	1711	1767	1056	1047	1366	1475
AL109945.1	1	0	0	0	0	0
TSSK3	2	1	3	4	10	6
FAM229A	136	114	85	80	113	105
BSDC1	947	906	823	886	904	949
GAPDHP20	0	0	0	0	0	0
AL356986.1	0	0	0	0	0	0
LRRC37A12P	0	0	0	0	0	0
RN7SL122P	0	0	0	0	0	0
AL033529.1	153	162	163	159	147	193
ZBTB8B	21	22	11	17	34	35
ZBTB8A	263	278	339	259	275	359
ZBTB8OS	219	253	305	262	255	345
AC114489.1	0	0	0	0	0	0
RBBP4	3126	3348	3218	3203	3908	4556
SYNC	102	95	27	31	48	37
AC114489.2	11	8	2	1	2	0
KIAA1522	1730	1819	1019	1002	1297	1312
YARS1	729	697	3776	3787	4388	3633
S100PBP	301	298	410	403	458	488
FNDC5	0	0	0	1	0	0
HPCA	4	2	2	6	2	3
TMEM54	533	473	347	337	481	494
AL031602.2	0	0	0	0	0	0
RNF19B	352	337	443	445	429	395
AL031602.1	0	0	0	0	0	0
AL355864.1	0	0	0	0	0	0
AL355864.2	0	0	0	0	0	0
AL020995.1	0	0	0	0	0	0
AK2	1516	1688	3320	3319	3506	4382
AL020995.2	2	0	0	0	1	0
AZIN2	106	126	52	73	110	125
AL662907.1	12	17	5	3	2	3
TRIM62	193	230	77	69	98	126
AL662907.2	1	0	1	2	0	2
AL662907.3	1	0	0	0	1	1
ZNF362	177	228	96	98	118	144
AL513327.2	2	6	3	0	2	1
A3GALT2	2	1	1	0	0	0
AL513327.1	0	1	0	0	0	1
PHC2	595	615	1710	1689	2504	2341
MIR3605	59	66	132	135	218	194
RN7SKP16	2	4	7	4	8	4
PHC2-AS1	0	1	0	2	0	1
TLR12P	0	0	0	0	0	1
ZSCAN20	160	174	121	129	135	183
AC115285.1	0	0	0	0	0	0
CSMD2	6	5	3	4	3	8
HSPD1P14	0	0	0	0	0	0
HMGB4	0	0	0	0	0	0
CSMD2-AS1	0	0	0	0	0	0
RNA5SP42	0	0	0	0	0	0
C1orf94	0	0	0	0	0	0
AC115286.1	0	0	0	0	0	0
AC099565.1	0	0	0	0	0	0
MIR552	0	0	0	0	0	0
SMIM12	216	250	262	285	304	303
GJB5	54	70	63	81	70	67
GJB4	18	17	41	44	23	29
AL121988.1	0	0	0	0	0	1
GJB3	131	145	627	727	500	541
GJA4	0	0	0	0	0	0
AL122010.1	0	0	0	0	0	0
DLGAP3	1	2	1	0	0	1
AC114490.3	70	71	62	69	66	60
AC114490.1	25	25	23	22	20	20
AC114490.2	325	354	352	327	355	394
TMEM35B	121	118	141	159	128	137
ZMYM6	319	343	314	288	340	376
ZMYM1	456	371	649	619	525	890
RPL12P45	0	0	0	0	0	0
EFCAB14P1	0	0	0	1	0	0
AL590434.2	0	0	0	0	0	0
SFPQ	3322	3391	4134	3784	4612	4849
AL590434.1	0	0	0	0	0	0
ZMYM4	1967	2040	1495	1500	1753	1926
RN7SL503P	0	0	0	0	0	0
AL160000.1	0	0	0	0	0	0
RPL5P4	2	4	3	3	7	4
ZMYM4-AS1	0	0	0	0	0	0
AL356362.1	0	0	0	0	0	0
KIAA0319L	858	941	665	640	858	879
AC004865.1	0	0	0	0	0	0
NCDN	400	363	213	237	277	306
AC004865.2	1	2	4	7	4	2
TFAP2E	51	74	52	35	42	44
PSMB2	1754	1873	3625	3487	3254	3566
C1orf216	291	268	203	227	289	256
CLSPN	91	126	833	770	698	866
AL354864.1	0	0	1	2	3	2
AGO4	369	395	282	307	305	352
AGO1	1411	1441	1124	1108	1410	1621
CFAP97P1	0	0	0	0	0	0
AL139286.2	0	0	0	0	0	0
AL139286.1	0	0	0	0	0	0
AGO3	610	552	647	550	655	777
AL138787.2	0	0	0	0	0	0
AL138787.1	0	0	0	0	0	0
TEKT2	0	1	1	0	1	1
ADPRS	220	242	281	254	315	375
COL8A2	2	3	0	1	2	0
TRAPPC3	664	665	827	750	746	880
MAP7D1	797	789	1342	1295	1066	1127
RN7SL131P	0	0	0	0	0	0
THRAP3	3616	3830	4277	3957	4561	4967
UBE2V2P4	0	0	0	0	0	0
SH3D21	131	109	170	190	226	267
EVA1B	193	171	106	129	129	131
AL591845.1	9	6	7	6	4	2
STK40	186	218	543	575	567	509
LSM10	201	181	299	306	373	362
RNU4-27P	0	0	0	0	0	0
OSCP1	51	61	35	43	56	56
SNORA63C	0	0	0	0	0	0
MRPS15	489	517	795	762	828	899
CSF3R	0	0	0	0	0	0
FTLP18	0	0	0	0	0	0
AL596257.1	0	1	0	0	0	0
AC117945.2	0	0	0	0	0	0
AC117945.1	0	0	0	0	0	0
GRIK3	0	0	0	0	0	0
AL031430.1	0	0	0	0	0	0
AL353604.1	0	0	0	0	0	0
MIR4255	0	0	0	0	0	0
RNU6-636P	0	0	0	0	0	0
RNA5SP43	0	0	0	0	0	0
RPS29P6	0	0	0	0	0	0
LINC01137	17	17	13	14	12	8
ZC3H12A	98	97	138	149	89	95
MIR6732	5	0	4	9	0	3
MEAF6	422	456	659	611	566	630
MIR5581	3	1	1	3	6	0
SNIP1	405	362	355	361	356	440
FTH1P1	0	0	0	0	0	0
AL034379.1	4	4	3	2	2	7
DNALI1	5	12	4	1	4	4
GNL2	840	908	1481	1353	1360	1427
AL513220.1	0	0	0	0	1	0
RSPO1	8	12	5	4	7	6
C1orf109	212	231	540	482	482	552
CDCA8	197	212	989	976	1174	1207
EPHA10	216	200	95	96	109	145
AC104336.1	0	0	0	0	0	0
ACTN4P2	0	0	0	0	0	0
AL929472.1	0	0	0	0	1	0
MANEAL	156	158	161	136	175	198
AL929472.3	0	0	0	3	1	0
YRDC	224	212	552	562	509	553
C1orf122	222	190	164	156	238	206
MTF1	566	510	641	627	640	714
AL929472.4	0	0	0	0	0	0
AL929472.2	1	0	1	0	1	1
INPP5B	243	261	392	389	475	527
AL929472.5	0	0	0	0	0	0
RNU6-584P	0	0	0	0	0	0
AL603790.1	0	0	0	0	0	0
SF3A3	897	1002	1669	1588	1777	1934
RNU6-510P	0	0	0	0	0	0
FHL3	166	127	106	117	201	200
UTP11	313	326	670	610	681	730
POU3F1	1	0	0	0	1	2
MIR3659HG	4	6	2	2	4	2
AL139158.1	0	0	0	0	0	0
MIR3659	0	0	2	0	0	0
LINC02786	0	0	0	0	0	0
AL390839.1	0	0	0	0	0	0
AL390839.2	0	0	0	0	0	0
LINC01343	0	0	0	0	0	0
AL513479.1	0	0	0	0	0	0
RNU6-753P	0	0	0	0	0	0
LINC01685	0	0	0	1	0	0
HSPA5P1	2	2	1	5	1	3
AL354702.1	0	0	1	0	0	0
RRAGC	300	293	365	310	316	336
AL139260.2	297	314	427	381	358	434
AL139260.1	8	5	0	0	5	4
MYCBP	285	327	509	484	446	503
AL139260.3	137	151	229	224	209	252
GJA9	0	0	0	0	0	0
RHBDL2	1	1	0	0	0	0
RNU6-605P	0	0	0	0	0	0
AL714019.1	0	0	0	0	0	0
EIF1P2	0	0	0	1	0	0
AKIRIN1	1172	1164	1270	1194	1347	1325
NDUFS5	1331	1309	1568	1465	1636	1846
MACF1	1494	1602	3673	3545	3748	3844
RNU6-608P	0	0	0	0	0	0
RNA5SP44	0	0	0	0	0	0
AL442071.2	0	0	0	0	0	0
AL442071.1	0	0	0	0	0	0
HSPE1P8	0	0	0	0	0	0
BMP8A	95	85	52	61	80	72
OXCT2P1	4	3	3	4	4	5
PPIEL	86	90	43	58	82	78
PABPC4	2775	2874	3805	3929	4314	4638
PABPC4-AS1	0	0	0	0	2	1
SNORA55	8	5	6	3	5	6
HEYL	313	317	171	161	255	234
AL035404.2	0	0	0	0	0	0
NT5C1A	1	0	0	0	0	1
HPCAL4	235	232	253	191	235	314
PPIE	634	670	757	711	839	957
AL035404.1	0	0	0	0	0	0
RNU7-121P	0	0	0	0	0	0
BMP8B	271	256	207	214	241	306
OXCT2	8	7	15	13	5	20
BMP8B-AS1	0	0	0	0	0	0
AL033527.3	2	4	2	3	5	2
AL033527.2	0	0	0	0	0	0
AL033527.4	9	5	10	11	11	14
LINC02811	0	1	0	0	0	0
TRIT1	298	307	345	361	438	457
AL033527.1	0	0	0	0	0	0
MYCL	167	140	121	134	180	171
MYCL-AS1	0	0	1	0	0	0
AL663070.1	0	0	0	0	0	0
MFSD2A	21	19	73	71	60	90
AL663070.2	0	0	0	2	0	1
CAP1	3557	3714	4496	4398	4446	4914
PPT1	719	677	769	693	902	932
OAZ1P1	0	0	0	0	0	0
RLF	752	815	1051	1062	1149	1511
RNU6-1237P	0	0	0	0	0	1
TMCO2	0	0	0	0	0	1
AL050341.2	37	43	38	62	48	72
ZMPSTE24	973	1021	1117	1151	1069	1239
AL050341.1	0	0	0	0	0	0
COL9A2	65	80	41	34	42	38
AL031985.2	0	0	0	0	0	0
SMAP2	232	290	423	369	508	596
AL031985.1	0	0	0	0	0	0
AL031985.4	0	0	0	0	0	0
ZFP69B	6	3	5	7	6	5
AL031985.3	5	5	3	5	7	13
AL603839.4	1	3	1	1	1	2
ZFP69	0	0	1	1	2	2
AL603839.3	1	0	0	0	1	0
EXO5	15	8	9	8	12	11
AL603839.1	0	0	0	0	0	0
AL603839.2	0	0	0	0	0	0
ZNF684	28	30	62	51	42	56
AL356379.2	0	0	0	0	0	0
AL356379.1	0	1	0	0	0	0
GTF2F2P2	0	0	0	0	0	1
RIMS3	577	519	267	253	343	361
AL031289.2	0	2	1	0	2	0
AL031289.1	2	0	0	0	0	0
NFYC-AS1	4	11	7	3	5	8
NFYC	465	445	493	481	651	681
MIR30E	1	0	0	0	0	0
MIR30C1	0	0	0	0	0	1
KCNQ4	38	37	106	94	52	80
RN7SL326P	0	0	0	0	0	0
CITED4	58	55	35	27	31	28
AC119677.1	0	0	0	0	0	0
AL391730.1	0	0	0	1	0	0
AL391730.2	0	0	0	0	0	0
UBE2V1P8	0	0	0	0	0	0
CTPS1	302	267	1078	1032	920	985
SLFNL1-AS1	18	21	25	31	28	31
SLFNL1	2	1	2	5	0	6
SCMH1	209	203	383	381	407	441
RPL23AP17	0	0	0	0	0	0
AC093151.7	0	1	0	0	1	1
AC093151.2	3	0	1	0	0	2
AC093151.1	0	0	0	0	0	0
AC093151.5	0	0	0	0	0	0
FOXO6	105	134	45	53	80	91
FOXO6-AS1	1	2	1	1	0	1
RNA5SP45	0	0	0	0	0	0
EDN2	24	13	0	0	1	2
HIVEP3	99	104	111	112	279	246
AL445933.2	0	0	0	0	0	0
AL445933.1	0	0	0	0	0	0
AC119676.1	0	3	1	0	13	10
AL158216.1	0	2	7	0	3	2
HNRNPFP1	0	0	0	0	0	0
AC114492.1	0	0	0	0	0	0
GUCA2B	0	0	0	0	0	0
GUCA2A	0	0	0	0	0	0
FOXJ3	1022	1123	1117	1042	1231	1358
AC096540.1	0	1	0	0	0	1
RIMKLA	252	225	349	332	444	655
AL513331.1	0	0	0	0	0	0
ZMYND12	13	15	0	3	6	4
PPCS	752	775	517	503	587	658
CCDC30	49	40	18	19	40	36
RPS3AP11	0	0	0	0	0	0
TMSB4XP1	0	1	0	0	0	0
RNU6-536P	0	0	0	0	0	0
AL445669.1	0	0	0	0	0	1
PPIH	347	345	700	737	854	1007
AC098484.4	8	2	2	7	4	2
AC098484.2	4	1	7	0	3	2
YBX1	11050	10734	16465	16029	17553	19892
CLDN19	0	0	0	0	0	0
P3H1	350	393	334	269	399	399
C1orf50	145	138	92	90	145	138
AC098484.3	78	81	54	55	93	96
AC098484.1	0	0	0	0	0	0
TMEM269	17	23	9	15	24	31
SVBP	98	111	73	103	137	143
ERMAP	204	183	69	58	129	105
AL512353.1	16	21	10	9	17	18
ZNF691	78	102	55	50	98	102
AL512353.2	0	0	0	0	0	0
AL512353.3	0	0	0	0	0	0
ATP6V1E1P1	7	11	6	5	9	6
SLC2A1	1358	1346	2223	2355	4168	5083
ATP6V0CP4	0	2	1	0	0	1
SLC2A1-AS1	12	19	7	13	31	29
AC099795.1	2	1	0	3	1	1
RNU6-880P	0	0	0	2	0	4
AL161637.2	0	0	0	0	0	0
AL161637.1	0	0	0	0	0	0
FAM183A	0	1	0	0	1	1
EBNA1BP2	807	807	1575	1420	1703	1795
MIR6733	0	0	3	2	1	2
CFAP57	31	26	9	5	15	10
RNA5SP46	0	0	0	0	0	0
TMEM125	199	176	51	63	110	76
C1orf210	76	78	67	81	113	92
TIE1	1	1	1	1	1	1
MPL	10	11	7	5	3	4
AL139289.2	0	2	0	2	3	1
AL139289.1	17	22	25	23	41	40
CDC20	988	1038	3658	3742	3889	4571
ELOVL1	810	824	1176	1207	1129	1182
MIR6734	3	0	5	6	6	4
MED8	161	165	441	407	425	435
MED8-AS1	0	2	1	1	0	2
SZT2	518	520	455	448	549	507
SZT2-AS1	1	0	1	0	1	1
MIR6735	0	0	0	0	0	0
HYI	80	85	104	87	68	84
HYI-AS1	3	2	4	3	6	6
PTPRF	5519	5656	5625	5766	5564	5802
KDM4A	1282	1341	1080	1083	1504	1379
AL451062.4	710	769	661	633	893	811
KDM4A-AS1	3	7	18	12	9	15
ST3GAL3	33	38	77	58	80	75
AL451062.1	0	0	0	0	0	0
AL451062.3	0	0	0	0	1	0
AL451062.2	1	0	0	0	0	0
MIR6079	0	0	0	1	0	0
SHMT1P1	0	0	0	0	0	0
ARTN	31	29	232	293	166	158
AL357079.1	5	5	4	5	4	7
AL357079.3	4	2	3	6	3	9
IPO13	206	185	255	245	294	289
AL357079.2	2	0	0	0	4	1
DPH2	337	341	538	484	487	482
ATP6V0B	547	605	859	798	1018	1096
B4GALT2	595	626	902	862	907	965
CCDC24	283	235	107	124	162	194
SLC6A9	52	61	133	155	197	133
AL139220.2	24	12	12	18	33	11
AL139220.1	0	0	0	0	0	0
KRT8P47	0	0	0	0	0	0
RN7SL479P	0	0	0	0	0	0
KLF17	0	0	0	0	0	0
AL356653.1	0	1	0	1	1	2
KLF18	1	0	1	1	2	3
AL359839.2	0	0	0	0	0	0
AL359839.1	0	0	0	0	0	0
OOSP1P1	0	0	0	0	1	1
AL035417.1	0	0	0	0	0	0
AL035417.2	0	0	2	1	2	2
DMAP1	347	312	156	151	270	257
ERI3	414	418	546	507	654	696
ERI3-IT1	2	2	3	3	1	0
