geneNames	baseMean.cobi	log2FoldChange.cobi	padj.cobi	baseMean.tnf	log2FoldChange.tnf	padj.tnf	bubbleSize
SYNPO	584.042379018878	2.23810673952157	5.63352242692952e-63	584.042379018878	0.0103801044693437	0.969302422396176	1
AXIN2	349.793174549927	2.70463535386294	7.00521349647975e-63	349.793174549927	-0.704676865333213	0.000861470930306639	1
PCNA	2352.24934241388	-1.48350093467383	1.60361186775853e-62	2352.24934241388	0.0795875686205157	0.551962973804726	1
DNMBP	1536.75390625114	-1.49282394241406	2.34556467417335e-62	1536.75390625114	-0.233882466665617	0.0187929926695339	1
CDK2	1373.32060910975	-1.51365826704626	2.43212482503329e-62	1373.32060910975	0.0875908743175362	0.500676209657661	1
KNSTRN	738.12769839513	-1.99431715008574	3.32416396796636e-62	738.12769839513	0.0462293315657524	0.802448390207781	1
RANGAP1	1670.89239961	-1.44643215491536	3.75354279058738e-62	1670.89239961	0.362580763380178	3.19136761513821e-05	1
GINS2	437.478143179726	-2.74770539212256	4.0617568815299e-62	437.478143179726	-0.104546948220628	0.558461943242992	1
FEN1	898.137772548178	-2.05555686490783	4.71331202363314e-62	898.137772548178	0.0800155518916019	0.637166698485211	1
CITED2	817.086456553708	1.91753836920496	8.37320332392689e-62	817.086456553708	-0.441227211937364	0.00144307915975377	1
CIT	934.23879457124	-1.78211109515979	2.82486211001355e-61	934.23879457124	0.0226715425783469	0.908163171160845	1
MT-ND1	29690.3257999148	0.919118828137881	3.49924128332734e-61	29690.3257999148	0.333466780225736	2.16629305150114e-08	1
ETV1	300.14550603508	-3.31069000999143	3.68040849972553e-61	300.14550603508	-1.04961781817973	1.56179995915016e-10	1
CEBPG	1373.32759419565	-1.84571011040788	7.82489950497704e-61	1373.32759419565	0.317712231481414	0.00630249938948416	1
USP1	1153.18180968214	-1.65379401332109	1.88918378502282e-60	1153.18180968214	0.292389375865816	0.00432410981312712	1
LDLR	2107.99172942881	-1.51849060847847	5.44570052985909e-60	2107.99172942881	0.368322374182346	0.000120659966857754	3
FOXM1	1026.07360717338	-1.76153162509067	7.70464164294018e-60	1026.07360717338	0.0130217806509143	0.953739293249835	1
SOX4	1790.96737523343	1.59568634152422	8.79755930055957e-60	1790.96737523343	-0.741586423461149	8.59682104773608e-12	1
KMT5A	852.127146051716	-1.81811389763974	9.41219241875163e-60	852.127146051716	0.0752783192984426	0.63079843364329	1
WNT16	2067.05881778306	-1.38830530262071	1.8256783578154e-59	2067.05881778306	-0.742287895798779	5.82688388872861e-18	1
SAMD5	463.720032747068	2.34272258406923	2.0793918553144e-59	463.720032747068	-0.552008890330433	0.00205983460218462	1
ARHGAP19	1065.30756659661	-1.73861228194286	3.69669532154904e-59	1065.30756659661	0.0553713657728924	0.743908783974345	1
HELLS	911.491810750965	-1.95538917649604	9.76130794608441e-59	911.491810750965	0.0990111455728512	0.529330042893052	1
SMURF2	3112.82911369798	-1.20365463039644	1.18806981833697e-58	3112.82911369798	0.505370046458043	7.31938144406586e-12	1
ADAM19	1040.77621106289	-1.69371171628883	1.30626347742838e-58	1040.77621106289	-0.437147145815085	3.73616861751217e-05	1
MEF2C	610.575049412345	2.00896555503274	1.82149440282808e-58	610.575049412345	-0.518019715146229	0.000637953099509694	1
KRT8	20660.1241067912	0.871180816993763	3.05381737970352e-58	20660.1241067912	-0.715258827671232	4.44363160418027e-38	1
PA2G4	4175.16301231326	-1.07144955864609	5.7707835235784e-58	4175.16301231326	0.24283836486179	0.000907562314681924	1
TNS3	446.696801202055	2.23161701927239	6.6258204351244e-58	446.696801202055	0.0954550670435267	0.630974703250508	1
NR1D1	1065.27140604518	-1.72416197297561	7.50711019755002e-58	1065.27140604518	-0.475592170246812	1.14996904400619e-05	1
CCNB2	1093.39929788073	-1.62577559540253	9.92378753056877e-58	1093.39929788073	0.0579360163472936	0.714053177903917	1
KLF6	1950.47761054118	-1.37380673732253	9.92378753056877e-58	1950.47761054118	0.983836695939431	5.50706361697248e-36	1
CDC45	366.370236805781	-3.118753474034	1.07161897806893e-57	366.370236805781	0.0124282533126961	0.962926321558941	1
SH3RF2	798.8004331597	1.80128486446281	1.13414166324636e-57	798.8004331597	1.19593073718573	1.4703999983986e-24	1
HSPB1	3489.19800242877	1.17353829394332	1.27471154068521e-57	3489.19800242877	-0.419907052381431	2.06410338163531e-07	1
NDRG1	5736.85795501127	-1.3474960187796	1.44407908513583e-57	5736.85795501127	-0.0197954645509835	0.910533748568347	1
CKAP2	1670.38698337197	-1.44124174886174	3.93909329449031e-57	1670.38698337197	0.0946581851596066	0.459678456183645	1
CRABP2	3500.66417322537	1.00863534788616	4.63241219003273e-57	3500.66417322537	-0.130065410679234	0.135995655055564	1
SNRPB	3575.83045546098	-1.06572554503677	1.10661092631114e-56	3575.83045546098	-0.0514709793822311	0.674074235126254	1
MT-CO1	147878.709917206	0.901988498276629	1.70653040161152e-56	147878.709917206	0.284018643430422	4.77639344731121e-06	1
VEGFA	1304.67088634149	-1.49011047066415	1.71247260940386e-56	1304.67088634149	-0.0361715557822241	0.830232114105119	1
CLSPN	547.698457148299	-2.54763266817783	1.85165397729058e-56	547.698457148299	0.270978535539334	0.0701985950609521	1
SELENOP	279.915782285268	2.81248802050319	1.99448551250582e-56	279.915782285268	-1.46408693392891	2.3591328769501e-08	1
EXOSC8	646.242408665453	-2.05802336005403	2.90865436631324e-56	646.242408665453	0.166012013021541	0.238062596359397	1
ORC1	409.281663310537	-2.64304258126626	3.69931458185285e-56	409.281663310537	-0.0375386921026697	0.869505536261971	1
KRT7	645.812183493517	2.07448587534306	3.94447167461992e-56	645.812183493517	0.620196462670689	2.16792915868778e-05	1
VRK1	684.571557344861	-2.02792772355883	6.0378395997405e-56	684.571557344861	0.275245747337475	0.0293819798681212	1
CKS2	1834.59571515907	-1.44937819733188	9.88434127956066e-56	1834.59571515907	-0.0406646888802168	0.803614558149112	1
TENT5A	832.175153039318	1.89243478328424	3.10663300712439e-55	832.175153039318	-0.294210513045388	0.0458241355988801	1
MPRIP	2166.49038833607	-1.33700592825331	7.78756629720429e-55	2166.49038833607	-0.18634936615706	0.0658172267467304	1
GDF15	1442.60922475846	-4.09140344726462	8.26668815575924e-55	1442.60922475846	-1.67663013820326	1.73667351672692e-10	1
KIF20B	1166.97214276483	-1.71238965378078	9.0537759667757e-55	1166.97214276483	0.20050770051392	0.101594704347237	1
NUP205	1717.98267666455	-1.31431017688941	1.16910128433865e-54	1717.98267666455	0.0509386650568675	0.72188024535798	1
PFKFB4	753.666283615506	-2.35695508416751	1.75664044763839e-54	753.666283615506	-0.431985935018503	0.00436096921752647	1
PTTG1	1066.89060118254	-1.5567025681011	2.06593118814053e-54	1066.89060118254	0.0380988227966408	0.828454676191329	1
CIP2A	722.060894153087	-1.99130609274534	2.27756422336336e-54	722.060894153087	0.448446809160128	0.000150042183478919	1
NASP	2097.13295280324	-1.27620157744816	2.58045920589786e-54	2097.13295280324	0.0508611170711129	0.716241723870799	1
HOXA9	1505.79542331182	1.28594764664274	2.96473997284642e-54	1505.79542331182	-0.355396570380559	0.000249909709666198	1
BZW1	6388.44409513419	-1.00872574897747	5.38459381569332e-54	6388.44409513419	0.158621417877702	0.0524951039068873	1
TM7SF2	472.624890297345	2.0451462738813	6.3937471795202e-54	472.624890297345	-1.0191231122725	1.17237108911917e-09	1
ANP32B	3454.74662591131	-1.0232260498542	9.95007647412668e-54	3454.74662591131	0.0835425715883528	0.394249511209165	1
NCAPH2	841.343922941589	-1.80548305738733	1.08832028211222e-53	841.343922941589	-0.15000227814398	0.278988757074781	1
TAPBP	2356.09959303557	1.19671363355615	1.4902632388134e-53	2356.09959303557	1.42270841995391	3.42217670427694e-75	1
SLC16A3	3863.71646146533	-1.13662204029075	1.59460651714196e-53	3863.71646146533	-0.199081526461848	0.02152453061034	1
NUP107	1315.68142427563	-1.46812927098388	1.78793509955505e-53	1315.68142427563	0.12823323174692	0.288787858887555	1
TUBG1	940.626559515272	-1.64966407561722	2.21425958558174e-53	940.626559515272	-0.0686548673677196	0.667826671189408	1
CDK6	2360.61565190289	1.40835084966421	3.05857521136665e-53	2360.61565190289	0.901707380092669	1.56454316061188e-21	1
IQGAP3	908.239155004392	-1.73100867914887	3.45570100143207e-53	908.239155004392	0.0116780607299527	0.957975812854034	1
ENO1	33848.0766353219	-0.920965148776848	5.00772005512861e-53	33848.0766353219	-0.00614448854977333	0.967451000653567	1
TROAP	671.88014163608	-2.06221843305454	5.12391935132518e-53	671.88014163608	-0.180210774770605	0.222472226178366	1
RFC3	480.323546318346	-2.42473878559479	7.15650155726572e-53	480.323546318346	0.23256998033478	0.117748642716112	1
RFC2	634.878588978179	-1.95306134675531	9.17490320633257e-53	634.878588978179	-0.0944304934676106	0.565698326288382	1
RUNX1	670.512680605715	-2.02243204505615	1.11199885354676e-52	670.512680605715	0.282154483337742	0.0301146109675958	1
AC015712.5	598.772379828227	1.82525033946503	1.34464736484326e-52	598.772379828227	-0.152640823993611	0.349240458987636	1
MCMBP	2614.51758278147	-1.21510959243745	1.58892505501947e-52	2614.51758278147	0.147836065537362	0.139399002137725	1
STK39	3074.0430572328	-1.07223852781268	2.37938625082166e-52	3074.0430572328	0.16174581667216	0.0558525676579825	1
TICRR	463.86913099979	-2.3600235661693	2.41066709409383e-52	463.86913099979	0.0647683264046288	0.742695088935044	1
MT-ND2	28338.3849477061	0.759361279064697	3.77395962982834e-52	28338.3849477061	0.310358437857594	5.91928433216624e-09	1
B4GALT5	3654.27060202437	0.971981757245371	3.7878981430398e-52	3654.27060202437	0.485682835608268	5.23013367652934e-13	1
NUP58	2666.42658578202	-1.37024916603483	4.58637241728331e-52	2666.42658578202	0.266984148641649	0.0072570360624281	1
IFI6	298.198161054245	2.84582834041712	5.81062647695465e-52	298.198161054245	-0.075358721578751	0.738744982682449	1
MTATP6P1	11575.3539393507	0.84172089505675	6.12581075430541e-52	11575.3539393507	0.30884594634702	2.55540268115262e-07	1
CCT5	5330.36584364333	-0.98929702321372	8.750232752336e-52	5330.36584364333	0.113331095756447	0.197828232201487	1
DBF4	723.883725412043	-1.87569468203363	2.07578859818447e-51	723.883725412043	0.294734190969449	0.0165130707989016	1
DDIT4L	321.523780669934	2.51983219229933	2.08826351549168e-51	321.523780669934	-1.31116205150612	1.08810178468336e-08	1
SERPINE1	380.240345630436	-2.7991184154999	3.45409369610546e-51	380.240345630436	0.232834739728205	0.147545355813607	1
GTSE1	677.331026457336	-1.85344932691062	3.91505254052463e-51	677.331026457336	0.115015945765929	0.446561057165925	1
SKA3	482.125766600117	-2.42675109678643	3.91505254052463e-51	482.125766600117	0.196654132902798	0.210607080038044	1
SMC3	1891.77488911271	-1.19707266845577	7.04073575722357e-51	1891.77488911271	0.228183795354085	0.00924501251681152	1
EXO1	368.495163557707	-2.75246570489445	7.28685176745889e-51	368.495163557707	0.155289882951507	0.362868426473353	1
POLA1	646.513556439728	-1.88631592821006	8.90859017843934e-51	646.513556439728	0.0242407316678729	0.911197659112346	1
E2F7	431.666202908844	-2.49952702287979	2.67382589843553e-50	431.666202908844	0.154515587205807	0.35341272060929	1
PSME1	1513.19126440877	1.34718680544408	2.70188242740434e-50	1513.19126440877	0.488524763179116	6.63514349094151e-07	1
ITGB1	8369.12611570881	-0.904650929825808	2.78952800734243e-50	8369.12611570881	0.50376655982977	2.05665460314112e-16	1
B2M	6243.45132453793	0.940523395564287	4.6284665881556e-50	6243.45132453793	1.0651659795512	8.81743335302378e-64	1
DENND5B	853.526185664791	1.58369153171514	5.68506595000748e-50	853.526185664791	-0.919387972819952	1.69256445579906e-13	1
CDCA7	568.766492114753	-2.37315442863743	6.84557394644329e-50	568.766492114753	0.162407969767481	0.327906049809568	1
GART	2965.44527357955	-1.08099812240106	8.27292936676383e-50	2965.44527357955	0.270095794484024	0.000561155925632041	1
POLD1	854.992984789159	-1.58924755550864	2.28194778875711e-49	854.992984789159	-0.15776300651001	0.214997203610122	1
MEGF6	561.957410902281	1.84136713627615	2.97249771678831e-49	561.957410902281	-0.227636083292619	0.148636207984026	1
KLHDC8B	311.904434953127	2.6853975979988	3.70005619203738e-49	311.904434953127	-0.506949272368205	0.0228783094383593	1
EIF3CL	222.376555060068	-3.28434381419072	4.00028275519077e-49	222.376555060068	-2.62741056738306	1.47044173417129e-36	1
MPP7	2715.87708504018	1.00156139161168	4.87740220892532e-49	2715.87708504018	-0.235552146731466	0.00386082839264729	1
E2F1	326.28592834423	-3.06328913568412	5.53693598991672e-49	326.28592834423	-0.00299920773813122	0.990905528085291	1
MT-CO3	99193.7598747518	0.807747067942066	8.04629244223595e-49	99193.7598747518	0.236110957212779	0.000126983304257154	1
ARL4A	643.637990048505	1.69453606913731	8.3098757025416e-49	643.637990048505	-0.258096453135604	0.0747408715878306	1
SPC25	371.269847717088	-2.5607326492746	9.85619650971947e-49	371.269847717088	-0.0451286538112102	0.841493779903017	1
DHFR	1191.50429174724	-1.52794908553024	1.4140785967634e-48	1191.50429174724	-0.194485626684714	0.106240477434122	1
IARS1	5559.88409555573	-1.10142886333074	2.04766349600367e-48	5559.88409555573	0.0771111440100418	0.512693742393451	1
DSCC1	391.375383810735	-2.53363244908917	2.48172092159303e-48	391.375383810735	0.110280304918286	0.546260621730733	1
BCAM	759.235925181004	1.76259079152754	4.90110903771211e-48	759.235925181004	-0.644543031035201	5.56745039246113e-06	1
GRPEL2	1105.66987675463	-1.44099007043276	5.57223317059544e-48	1105.66987675463	0.10661548185542	0.420591727539073	1
MYO19	1261.56612194872	-1.35526833176956	9.98971971903965e-48	1261.56612194872	0.149577923398844	0.188077903900351	1
CARS1	1733.95280375167	-1.70419325933016	1.56923635748265e-47	1733.95280375167	0.140649058989617	0.338505141419365	1
UGCG	1476.91614583787	1.4528456756892	5.05272637634367e-47	1476.91614583787	0.928273108915757	7.03729926202055e-19	1
PFDN2	882.410787772822	-1.68778767332155	1.1382746312823e-46	882.410787772822	0.32457164294019	0.0063199171537897	1
RAD23A	1647.83348289654	-1.18124402139156	1.60727811373872e-46	1647.83348289654	-0.00481829999366112	0.980603874815363	1
PLAU	2208.44695644828	1.44302723651129	1.70803481830215e-46	2208.44695644828	2.89566607020993	9.2447990135378e-191	1
SGO2	889.848317603683	-1.77982909334754	1.7315766219348e-46	889.848317603683	0.268374343956404	0.038466543406169	1
TARS1	3862.22918879917	-1.21308004388679	2.08052360765276e-46	3862.22918879917	0.239098805200661	0.0132552812556337	1
DDX39A	1025.87235140297	-1.50410202967972	2.56016431390023e-46	1025.87235140297	0.184100892000745	0.121632232923891	1
MXD4	642.901531054069	1.83332328204178	3.91914105814574e-46	642.901531054069	-0.537393241428334	0.000434637875233377	1
ASNS	3045.07845717421	-3.53643106272583	4.13819974518248e-46	3045.07845717421	0.117615373856984	0.588156323348295	1
SLC7A11	2256.43672778872	-3.01193024625709	4.61835480141339e-46	2256.43672778872	0.146073101152419	0.476618244728583	1
H2AX	1282.63776156584	-1.40337855592467	4.77592639503304e-46	1282.63776156584	-0.458433546230628	5.82298103505106e-06	1
IGF2BP3	1272.01056011152	-1.31832468473925	8.26317856592639e-46	1272.01056011152	-0.438401759072949	4.11222672811126e-06	1
TSPYL1	2232.90511516249	1.04192840891923	9.02839188542369e-46	2232.90511516249	-0.0636287020503623	0.635186842809502	1
TPBG	710.525034603204	1.60726875838344	9.04999402306187e-46	710.525034603204	0.0379162258864764	0.859900274215455	1
SECTM1	191.457070285903	3.16017488602854	1.06968236374988e-45	191.457070285903	-0.16194953763342	0.43127441364445	1
STAT1	2045.66271724373	1.17374261182832	1.31666087732537e-45	2045.66271724373	0.163199419700286	0.130387350249319	1
APOL6	185.5212102386	3.86645869629376	2.70804510564833e-45	185.5212102386	1.80825700026963	1.59079825417961e-09	1
MATN2	233.339942177277	2.96353685460788	3.03811247434309e-45	233.339942177277	-0.869255806983956	0.00195852242103591	1
TOPBP1	1127.14345277586	-1.45111717874187	3.47704001735326e-45	1127.14345277586	0.23237903017456	0.0377654999340366	1
ASPH	7472.96632698133	-1.17377495991716	4.19875805814943e-45	7472.96632698133	0.0671614562216156	0.632825949260532	1
DDX11	587.541646660513	-1.86475072400458	5.30978116980128e-45	587.541646660513	0.0204994264844895	0.928040740322602	1
FAM107B	897.836417969806	-1.58072036862779	1.10245907009942e-44	897.836417969806	0.356979540562174	0.00137953128818706	1
CENPN	663.55651871848	-1.75306039359481	1.11780488090948e-44	663.55651871848	0.201276939759217	0.130169946022587	1
KIAA0040	491.17482703625	-2.14091951822374	1.36807954669041e-44	491.17482703625	-0.40841996163539	0.00616482919120281	1
CDC42EP1	1021.83607931413	-1.79158298062304	1.40966441021375e-44	1021.83607931413	-0.26285025147275	0.058042951168308	1
PLK4	586.959141219676	-2.03689019106419	1.62374290638235e-44	586.959141219676	0.197239341633471	0.192126468224489	1
FBXO5	561.386912362477	-1.97458147052129	1.72586156346924e-44	561.386912362477	0.130362633770794	0.422414130563861	1
GPR161	570.245291019138	1.70417582988941	1.96357855445619e-44	570.245291019138	-0.0473707614728215	0.827573638631699	1
MACF1	2922.79088045097	-1.00861326125519	3.87466860739021e-44	2922.79088045097	0.200088022138367	0.0160000650492559	1
TNFRSF10A	668.665416688517	-1.83565669594058	4.86340203773906e-44	668.665416688517	0.625296397795702	1.32659212172265e-07	1
AHRR_1	847.076839683445	1.41569342503805	8.28653533192559e-44	847.076839683445	-0.228695968346002	0.0773313642944946	1
MACC1	680.862012622428	1.82852141219642	8.67492955762574e-44	680.862012622428	0.791077150398263	2.51050092593061e-08	1
CDCA3	413.838442149715	-2.27529035185342	9.12678024344123e-44	413.838442149715	-0.0158504896771189	0.950377871428297	1
ANXA2	19532.5805472175	0.716921205188288	1.0865565091388e-43	19532.5805472175	0.130170300063767	0.0505165162767628	1
SLC1A5	3160.56381662349	-1.32007231423613	1.10472568371858e-43	3160.56381662349	-0.204014616183809	0.0707448247062666	1
RAD54L	304.629288465119	-2.83410948709566	1.15827841949521e-43	304.629288465119	0.0449656655024999	0.850619123856912	1
PHF19	556.757779791178	-1.91649938815907	1.29677463173839e-43	556.757779791178	-0.045530733290174	0.827582946450226	1
