KDM6A_KO_41_S19	KDM6A_KO_51_S21	KDM6A_KO_54_S22	UT_24_1_S52	UT_24_2_S53
PRAMEF12	0	0	0	0	0
PRAMEF1	0	0	0	0	0
LINC01784	0	0	0	0	0
PRAMEF11	0	0	0	0	0
PRAMEF30P	0	0	0	0	0
HNRNPCL1	0	0	1.48117339298042	0.387762675023381	0
PRAMEF2	0	0	0	0	0
PRAMEF4	0	0	0	0	0
PRAMEF10	0	0	0	0	0
PRAMEF7	0	0	0	0	0
RNU6-1072P	0	0	0	0	0
PRAMEF29P	0	0	0	0	0
PRAMEF6	0	0	0	0	0
PRAMEF28P	0	0	0	0	0
PRAMEF27	0	0	0	0	0
HNRNPCL3	0	0	0	0	0
PRAMEF25	0	0	0	0	0
PRAMEF34P	0	0	0	0	0
PRAMEF35P	0	0	0	0	0
HNRNPCL2	0	1.97144853320975	1.48117339298042	0.387762675023381	0
PRAMEF36P	0	0	0	0	0
AC245056.1	0	0	0	0	0
PRAMEF26	0	0	0	0	0
HNRNPCL4	0	1.97144853320975	1.48117339298042	0.387762675023381	0
PRAMEF9	0	0	0	0	0
PRAMEF13	0	0	0	0	0
PRAMEF18	0	0	0	0	0
PRAMEF31P	0	0	0	0	0
PRAMEF5	0	0	0	0	0
PRAMEF32P	0	0	0	0	0
RNU6-771P	0	0	0	0	0
PRAMEF8	0	0	0	0	0
PRAMEF33	0	0	0	0	0
PRAMEF15	0	0	0	0	0
AC243961.1	0	0	0	0	0
PRAMEF14	0	0	0	0	0
PRAMEF19	0	0	0	0	0
PRAMEF17	0	0	0	0	0
PRAMEF20	0	0	0	0	0
LRRC38	0	0	0	0	0
AL354712.1	0	0	0	0	0
BRWD1P1	0	0	0	0	0
PDPN	0	0	0	0	0
RNA5SP41	0	0	0	0	0
AL359771.1	0	0	0	0	0
AL359771.2	0	0	0	0	0
PRDM2	74.9815124940457	82.8008383948097	94.7950971507467	91.1242286304945	85.8581448663153
KAZN	67.7252370913961	72.9435957287609	66.6528026841188	79.1035857047697	74.4103922174733
RNU6-1265P	0	0	0	0	0
AL357873.1	0	0	0	0	0
KAZN-AS1	0	0	0	0	0
TBCAP2	0	0	0	0	0
AL031293.1	0	0	0	0	0
TMEM51-AS1	19.3500677403989	15.771588265678	16.2929073227846	17.4493203760521	13.5942062704999
TMEM51	84.6565463642452	69.0006986623414	87.3892301858446	88.0221272303075	88.3623407582495
C1orf195	0	0	0	0	0
MFFP1	0	0	0	0	0
ZBTB2P1	0	0	0	0.387762675023381	0.357742270276314
FHAD1	72.5627540264959	55.2005589298731	119.975044831414	46.5315210028057	39.7093920006708
FHAD1-AS1	0	0	0	0	0
AL031283.2	0	0	0	0	0
AL031283.1	0	1.97144853320975	0	0.775525350046762	0.357742270276314
EFHD2	534.545621328519	392.318258108741	334.745186813574	368.374541272212	414.981033520524
CTRC	2.41875846754986	0	0	0.387762675023381	0
CELA2A	0	0	0	0	0
CELA2B	0	0	0	0	0
CASP9	60.4689616887466	80.8293898615999	50.3598953613342	76.389246979606	73.6949076769207
DNAJC16	285.413499170884	325.28900797961	279.941771273299	233.433130364075	245.053455139275
SCARNA21B	0	0	0	0	0.715484540552628
AL121992.3	0	0	0	0	0
AGMAT	0	0	0	0	0
AL121992.1	0	0	0	0	0
CHCHD2P6	0	1.97144853320975	2.96234678596083	1.16328802507014	0.715484540552628
RNU7-179P	0	0	0	0	0
CD24P1	0	0	0	0	0
DDI2	372.488804002679	323.3175594464	354.00044092232	301.291598493167	317.31739373509
RSC1A1	99.1690971695443	72.9435957287609	94.7950971507467	68.6339934791384	78.7032994607891
AL121992.2	0	0	0	0.387762675023381	0
PLEKHM2	396.676388678177	250.373963717639	343.632227171457	330.761561794944	270.81089859917
AL450998.3	0	0	0	0	0
SLC25A34	4.83751693509972	0	2.96234678596083	3.10210140018705	1.43096908110526
SLC25A34-AS1	0	0	0	0	0
TMEM82	0	0	0	0	0
FBLIM1	41.1188939483477	37.4575221309853	39.9916816104713	22.1024724763327	16.4561444327104
RPL12P14	0	0	0	0	0
UQCRHL	45.9564108834474	74.9150442619707	62.2092825051775	48.858097052946	50.4416601089603
AL450998.1	0	1.97144853320975	2.96234678596083	0.775525350046762	1.78871135138157
AL450998.2	4.83751693509972	11.8286911992585	4.44352017894125	9.69406687558452	12.520979459671
SPEN	1042.48489951399	845.751420746985	1008.67908061966	896.119541979033	903.656974717969
AL034555.1	0	0	0	0	0
ZBTB17	123.356681845043	124.201257592215	146.636165905061	149.288629884002	128.429475029197
AL355994.4	0	0	1.48117339298042	0	0
AL355994.1	0	0	0	0	0
AL355994.5	0	0	0	0	0
TBC1D3P6	0	0	0	0	0
SRARP	0	0	0	0	0
AL355994.3	0	0	0	0	0
HSPB7	0	0	0	0	0
CLCNKA	2.41875846754986	0	1.48117339298042	0.775525350046762	0.715484540552628
AL355994.2	7.25627540264959	9.85724266604877	5.92469357192167	6.59196547539747	7.51258767580259
CLCNKB	16.931309272849	0	5.92469357192167	3.87762675023381	4.29290724331577
FAM131C	45.9564108834474	25.6288309317268	41.4728550034517	49.6336224029927	40.0671342709472
EPHA2	2372.80205666641	1965.53418761013	2666.11210736475	1376.94525900803	1188.41982185791
AL451042.2	7.25627540264959	1.97144853320975	1.48117339298042	6.20420280037409	3.57742270276314
AL451042.1	0	1.97144853320975	0	3.10210140018705	3.21968043248683
ARHGEF19-AS1	0	0	0	0	0
ARHGEF19	200.756952806639	145.887191457522	155.523206262944	269.49505914125	265.802506815301
ANO7L1	4.83751693509972	5.91434559962926	1.48117339298042	7.36749082544424	5.72387632442102
AL109627.1	43.5376524158975	29.5717279981463	26.6611210736475	30.2454886518237	27.1884125409999
CPLANE2	24.1875846754986	23.6573823985171	19.2552541087454	23.2657605014029	21.4645362165788
MT1XP1	0	0	1.48117339298042	0.775525350046762	1.43096908110526
FBXO42	309.601083846382	287.831485848624	268.092384129456	216.75933533807	230.02827978767
SZRD1	1129.56020434579	1240.04112738894	1109.39887134233	1287.37208107762	1330.80124542789
RPL22P3	0	0	0	0	0.357742270276314
SPATA21	0	1.97144853320975	1.48117339298042	0	0
NECAP2	278.157223768234	277.974243182575	260.686517164553	225.290114188584	214.645362165788
LINC01772	7.25627540264959	7.88579413283902	2.96234678596083	3.48986407521043	1.78871135138157
CROCCP3	12.0937923377493	17.7430367988878	28.1422944666279	29.8577259768003	22.5377630274078
RNU1-1	0	0	0	0	0.357742270276314
AL137802.2	0	0	1.48117339298042	1.9388133751169	1.07322681082894
AL137802.3	0	1.97144853320975	0	1.55105070009352	1.07322681082894
AL137802.1	0	0	0	0	0
LINC01783	0	0	0	1.16328802507014	0
RNU1-6P	0	0	0	0	0
AL355149.1	0	0	0	0	0
NBPF1	674.833612446412	611.149045295024	795.390112030484	442.437212201678	370.620992006261
AL137798.1	0	0	0	0	0
CROCCP2	89.4940632993449	86.7437354612292	77.0210164349817	138.81903765837	134.86883589417
AL137798.3	14.5125508052992	1.97144853320975	16.2929073227846	14.7349816508885	12.520979459671
MST1P2	48.3751693509972	84.7722869280195	72.5774962560404	56.2255878783902	61.1739282172497
AL137798.2	0	0	1.48117339298042	0.387762675023381	2.14645362165788
RNU1-3	0	0	0	0	0
AL021920.2	19.3500677403989	19.7144853320975	31.1046412525888	29.0822006267536	25.7574434598946
EIF1AXP1	72.5627540264959	69.0006986623414	68.1339760770992	52.7357238031798	61.531670487526
ESPNP	12.0937923377493	27.6002794649366	29.6234678596083	33.3475900520108	35.7742270276314
AL021920.1	0	3.94289706641951	0	1.16328802507014	1.07322681082894
AL021920.3	0	0	0	1.16328802507014	2.14645362165788
CROCC	87.075304831795	96.600978127278	103.682137508629	108.185786331523	99.8100934070916
CROCCP4	0	0	0	0.775525350046762	1.43096908110526
RNU1-4	0	0	0	0	0
MST1L	12.0937923377493	29.5717279981463	20.7364275017258	22.4902351513561	20.0335671354736
BX284668.1	0	0	0	0	0
BX284668.3	0	0	0	1.16328802507014	0.715484540552628
MIR3675	0	0	0	0	0
BX284668.2	0	0	0	2.32657605014029	2.5041958919342
RNU1-5P	0	0	0	0.387762675023381	0.357742270276314
BX284668.5	0	0	0	0.387762675023381	0
BX284668.4	0	0	0	0	0
RNU1-2	0	0	0	0.387762675023381	0
BX284668.6	0	0	0	0	0
MFAP2	234.619571352337	224.745132785912	222.176008947063	172.554390385404	168.85435157042
AL049569.2	2.41875846754986	0	0	0	0
AL049569.1	0	0	0	0	0
ATP13A2	256.388397560285	307.545971180722	279.941771273299	312.536716068845	287.982527572433
SDHB	459.564108834474	502.719375968487	436.946150929223	546.357609107944	557.362457090497
PADI2	50.7939278185471	41.4004191974049	97.7574439367075	30.6332513268471	25.041958919342
LINC02783	0	0	0	0	0
AL590644.1	0	0	0	0	0
PADI1	0	0	4.44352017894125	0	0
PADI3	45.9564108834474	13.8001397324683	37.0293348245104	13.5716936258183	6.08161859469734
MIR3972	0	0	0	0	0
PADI4	0	0	0	0.387762675023381	1.07322681082894
PADI6	0	0	0	0	0
RCC2-AS1	0	0	0	0	0
RCC2	2164.78882845713	1776.27512842199	1940.33714480435	1717.78865035358	1611.27118532452
ARHGEF10L	111.262889507294	90.6866325276487	94.7950971507467	124.859581357529	104.81848519096
LINC02810	0	0	0	0	0
ACTL8	0	0	0	2.71433872516367	2.5041958919342
AL357509.1	0	0	0	0	0
LINC01654	0	0	0	0	0
IGSF21	0	0	0	0	0
AL365209.1	0	0	0	0	0
IGSF21-AS1	0	0	0	0	0
AL591896.1	0	0	0	0	0
KLHDC7A	0	3.94289706641951	1.48117339298042	2.32657605014029	0.357742270276314
DYNLL1P3	0	0	0	0	0
AL031737.1	0	0	0	0	0
PAX7	0	0	0	0.775525350046762	0.357742270276314
TAS1R2	0	0	0	0	0
ALDH4A1	116.100406442393	98.5724266604877	124.418565010355	107.410260981476	96.5904129746048
MIR4695	0	0	0	0	0
MIR1290	0	0	0	0	0
IFFO2	258.807156027835	175.458919455668	217.732488768121	114.002226456874	138.446258596933
AL137127.1	65.3064786238463	53.2291103966634	79.9833632209425	50.0213850780161	64.7513509200128
UBR4	2283.30799336707	1910.33362868025	2384.68916269847	1866.68951756256	1772.97069148941
EMC1-AS1	2.41875846754986	3.94289706641951	0	1.55105070009352	2.86193816221051
EMC1	699.02119712191	829.979832481307	696.151494700796	762.72918177099	734.802623147549
MRTO4	350.71997779473	374.575221309853	358.443961101261	461.437583277823	484.025291683853
AL035413.2	0	0	0	0	0
AKR7L	2.41875846754986	1.97144853320975	2.96234678596083	3.48986407521043	3.57742270276314
AKR7A3	0	5.91434559962926	4.44352017894125	3.48986407521043	9.65904129746048
AL035413.1	0	0	0	0	0
AKR7A2	166.89433426094	165.601676789619	210.326621803219	282.291227417021	252.208300544801
RNU6-1099P	0	0	0	0	0.715484540552628
SLC66A1	45.9564108834474	43.3718677306146	39.9916816104713	39.9395555274082	43.6445569737103
CAPZB	595.014583017266	668.321052758107	718.369095595502	885.649949753402	918.324407799298
RN7SL277P	0	0	0	0	0
MICOS10	191.081918936439	205.030647453814	219.213662161102	188.452660061363	193.18082594921
RNU4-28P	0	0	0	0	0
AL031727.2	0	0	0	0	0.357742270276314
NBL1	469.239142704673	360.775081577385	339.188706992516	450.967991052192	472.219796764734
MICOS10-NBL1	285.413499170884	234.602375451961	238.468916269847	276.474787291671	286.551558491327
AL031727.1	19.3500677403989	9.85724266604877	14.8117339298042	9.69406687558452	12.520979459671
HTR6	12.0937923377493	3.94289706641951	5.92469357192167	10.0818295506079	12.520979459671
TMCO4	94.3315802344446	55.2005589298731	54.8034155402754	77.5525350046762	78.3455571905127
RNF186	0	0	0	0	0
AL391883.1	0	0	0	0	0
OTUD3	174.15060966359	163.63022825641	154.042032869963	172.554390385404	178.513392867881
PLA2G2E	0	0	0	0	0
RN7SL304P	0	0	0	0	0
PLA2G2A	0	0	0	0	0
PLA2G5	0	0	0	0	0
PLA2G2D	0	0	0	0	0.357742270276314
PLA2G2F	0	0	0	0	0
Z98257.1	0	0	0	0	0
PLA2G2C	0	0	0	0	0
UBXN10-AS1	0	0	0	0	0
UBXN10	0	0	0	0	0
LINC01757	0	0	0	0	0
Z98257.2	0	0	0	0	0
VWA5B1	0	0	1.48117339298042	0	0
AL020998.1	0	0	0	0	0
LINC01141	0	0	0	0	0
AL139254.1	0	0	0	0	0
AL139254.2	0	0	0	0	0
AL139254.3	0	0	0	0	0
CAMK2N1	229.782054417237	207.002095987024	177.74080715765	126.022869382599	132.722382272512
MUL1	171.73185119604	157.71588265678	189.590194301493	139.98232568344	146.316588543012
RPS4XP4	0	0	0	0	0
FAM43B	0	0	0	0	0
CDA	128.194198780143	61.1149045295024	93.3139237577663	77.9402976796996	81.9229798932759
PINK1	249.132122157636	246.431066651219	211.8077951962	260.964280290735	232.89021794988
MIR6084	16.931309272849	11.8286911992585	13.3305605368238	18.2248457260989	8.58581448663153
PINK1-AS	367.651287067579	374.575221309853	368.812174852124	457.559956527589	495.830786602971
DDOST	2225.25779014587	2206.05090866172	2180.28723446717	2608.09175220726	2630.12117107146
KIF17	16.931309272849	9.85724266604877	25.1799476806671	10.4695922256313	6.08161859469734
AL663074.2	0	0	0	0	0
SH2D5	38.7001354807978	69.0006986623414	63.6904558981579	43.817182277642	48.6529487575787
AL663074.1	0	0	0	0	0
HP1BP3	1349.66722489282	1228.21243618968	1537.45798191367	1569.66330849465	1687.47028889337
EIF4G3	708.69623099211	648.606567426009	722.812615774444	427.314467875766	389.939074601182
RNU7-200P	0	0	0	0	0
MIR1256	0	0	0	0	0
RPS15AP6	0	0	0	0	0
AL627311.1	0	0	0	0	0
HSPE1P27	0	0	0	0	0
AL031005.2	0	0	0	0	0
ECE1	1054.57869185174	814.208244215629	967.206225616213	727.442778343863	666.831591795049
AL031005.1	0	0	0	0	0
ECE1-AS1	0	0	1.48117339298042	0	0.715484540552628
PPP1R11P1	0	0	0	0	0
AL592309.1	0	0	0	0	0
AL592309.2	0	0	0	0	0
NBPF2P	2.41875846754986	17.7430367988878	0	6.97972815042086	7.51258767580259
HS6ST1P1	2.41875846754986	0	1.48117339298042	0.775525350046762	0.357742270276314
CROCCP5	0	0	0	0	0.357742270276314
NBPF3	106.425372572194	116.315463459376	157.004379655924	122.920767982412	131.291413191407
PFN1P10	0	0	0	0	0
ALPL	12.0937923377493	7.88579413283902	7.40586696490209	2.32657605014029	3.93516497303945
LINC02596	0	0	0	0	0
RAP1GAP	45.9564108834474	84.7722869280195	77.0210164349817	162.472560834797	147.747557624118
USP48	411.188939483477	374.575221309853	433.983804143262	438.17182277642	418.200713953011
AL590103.1	0	0	0	0	0
LDLRAD2	0	0	1.48117339298042	0	0.357742270276314
HSPG2	868.334289850401	995.581509270926	1187.90106117029	385.436098973241	363.108404330459
AL590556.1	0	0	0	0	0
AL590556.2	0	0	0	0	0
CELA3B	0	0	0	0	0
AL590556.3	33.8626185456981	25.6288309317268	28.1422944666279	49.2458597279694	39.7093920006708
RN7SL386P	0	0	0	0	0
RNU6-1022P	0	0	0	0	0
CELA3A	0	0	1.48117339298042	0	0
RN7SL186P	0	0	0	0	0
RNU6-776P	0	0	0	0	0
LINC01635	0	0	1.48117339298042	2.32657605014029	0.715484540552628
LINC00339	53.212686286097	43.3718677306146	47.3975485753734	90.3487032804477	62.9626395686313
CDC42	2036.59462967698	1947.79115081124	1867.75964854831	1789.13698255788	1956.49247614116
CDC42-AS1	0	0	0	0	0.357742270276314
AL031281.1	19.3500677403989	15.771588265678	23.6987742876867	38.7762675023381	31.1235775140393
CDC42-IT1	0	0	0	0.775525350046762	0.715484540552628
MPHOSPH6P1	0	0	0	0	0
WNT4	4.83751693509972	3.94289706641951	8.8870403578825	10.0818295506079	6.43936086497365
AL445253.1	2.41875846754986	0	1.48117339298042	1.16328802507014	0.357742270276314
MIR4418	0	0	0	0	0
PPIAP34	0	0	0	0	0
AL591122.1	0	0	0	0	0
ZBTB40	229.782054417237	309.517419713931	225.138355733023	280.740176716928	269.379929518064
ZBTB40-IT1	2.41875846754986	0	1.48117339298042	0.775525350046762	0.357742270276314
EPHA8	0	3.94289706641951	1.48117339298042	1.55105070009352	0
MIR6127	0	0	0	0	0
C1QA	0	0	0	0	0
C1QC	0	0	0	0	0
C1QB	0	0	0	0	0
EPHB2	183.82564353379	163.63022825641	128.862085189296	186.126084011223	183.879526922025
MIR4684	0	0	0	0	0
AL512444.1	0	0	0	0	0
MIR4253	0	0	0	0	0
LACTBL1	0	0	0	0	0
TEX46	0	0	0	0	0.715484540552628
KDM1A	1076.34751805969	1100.06828153104	1147.90937955982	1247.43252555022	1232.4221211019
AL031428.1	14.5125508052992	15.771588265678	14.8117339298042	19.388133751169	18.9603403246446
MIR3115	0	0	0	0.387762675023381	0
AL031428.2	0	0	0	0	0
LUZP1	524.87058745832	410.061294907629	419.172070213458	302.067123843214	304.796414275419
AL161672.1	0	0	0	0	0
RNU6-514P	0	0	0	0	0
RNU6-135P	0	0	0	0	0
HTR1D	33.8626185456981	31.5431765313561	31.1046412525888	38.0007421522913	33.2700311356972
AL109936.2	0	0	0	0	0
LINC01355	0	9.85724266604877	2.96234678596083	9.30630420056114	12.520979459671
AL109936.8	0	0	0	0	0
HNRNPR	1729.41230429815	1232.1553332561	1718.16113585728	1591.76578097098	1671.01414446066
ZNF436	77.4002709615956	80.8293898615999	97.7574439367075	90.3487032804477	101.241062488197
ZNF436-AS1	2.41875846754986	3.94289706641951	4.44352017894125	15.1227443259119	12.8787217299473
AL109936.1	0	0	0	2.71433872516367	0.357742270276314
AL109936.3	0	0	0	0.387762675023381	1.07322681082894
TCEA3	19.3500677403989	15.771588265678	25.1799476806671	26.3678619015899	33.2700311356972
AL357134.1	0	0	0	0	0
ASAP3	140.287991117892	171.516022389249	157.004379655924	113.226701106827	98.02138205571
E2F2	70.143995558946	59.1434559962926	77.0210164349817	156.268358034422	167.423382489315
AL021154.1	0	1.97144853320975	1.48117339298042	3.10210140018705	0.715484540552628
ID3	585.339549147067	839.837075147355	863.524088107583	427.702230550789	354.164847573551
AL450043.1	0	0	0	0	0
MDS2	0	0	0	0	0
AL451000.1	0	0	0	0	0
RPL11	3879.68858194998	4451.53078798763	3855.49434192803	2661.60300136049	2593.63145950328
ELOA-AS1	9.67503387019945	5.91434559962926	8.8870403578825	12.4084056007482	15.3829176218815
ELOA	563.570722939118	524.405309833795	490.268393076518	330.761561794944	332.700311356972
PITHD1	222.525779014587	303.603074114302	265.130037343495	219.861436738257	226.808599355183
LYPLA2	239.457088287436	299.660177047883	262.167690557534	291.209768942559	281.900908977735
GALE	522.45182899077	459.347508237873	401.397989497693	440.498398826561	456.1213946023
HMGCL	113.681647974844	130.115603191844	131.824431975257	172.166627710381	212.49890854413
FUCA1	246.713363690086	165.601676789619	189.590194301493	198.922252286994	197.115990922249
CNR2	0	0	0	0.387762675023381	0
BTBD6P1	0	0	0	0	0
AL590609.2	0	0	0	0	0
MIR378F	0	0	0	0	0
H3P1	0	13.8001397324683	2.96234678596083	6.59196547539747	6.79710313524996
PNRC2	500.683002782821	522.433861300585	391.02977574683	645.624853913929	704.036787903786
SRSF10	682.089887849061	780.693619151063	758.360777205974	730.54487974405	830.319809311325
AL590609.1	0	0	0	0	0
AL591178.1	0	0	0	0	0
MYOM3	65.3064786238463	76.8864927951804	196.996061266396	92.675279330588	79.776526271618
MYOM3-AS1	0	0	0	0	0
IL22RA1	7.25627540264959	7.88579413283902	4.44352017894125	17.4493203760521	17.5293712435394
IFNLR1	130.612957247693	116.315463459376	84.4268833998838	108.573549006547	113.762041947868
LINC02800	0	0	0	0	0
GRHL3-AS1	0	0	0	0	0
GRHL3	9.67503387019945	3.94289706641951	2.96234678596083	6.20420280037409	2.14645362165788
STPG1	99.1690971695443	102.515323726907	66.6528026841188	111.28788773171	85.500402596039
NIPAL3	282.994740703334	250.373963717639	315.489932704829	259.800992265665	237.183125193196
RCAN3AS	0	1.97144853320975	1.48117339298042	5.42867745032733	3.21968043248683
RCAN3	166.89433426094	179.401816522088	185.146674122552	204.738692412345	248.630877842038
NCMAP-DT	0	0	0	0.775525350046762	0.715484540552628
NCMAP	38.7001354807978	37.4575221309853	26.6611210736475	20.9391844512626	23.6109898382367
AL445686.1	0	0	0	0.387762675023381	0
AL445686.2	0	0	0	0	0
SRRM1	771.583951148406	760.979133818965	847.231180784799	745.667624069961	865.020809528127
AL445648.1	0	0	0	0	0
CLIC4	4213.47725047186	4402.24457465738	3516.30563493551	978.712991759013	1042.46097558518
RNU6-1208P	0	0	0	0	0
RUNX3	208.013228209288	203.059198920605	176.25963376467	149.288629884002	149.894011245776
MIR6731	0	0	0	0	0.357742270276314
AL445471.1	0	3.94289706641951	1.48117339298042	0.387762675023381	1.07322681082894
AL445471.2	0	0	0	0	0
MIR4425	0	0	0	0	0
LINC02793	0	0	0	0	0
AL050344.1	0	0	0	0	0
IFITM3P7	0	0	0	0	0
AL031432.1	0	0	0	0	0
SYF2	292.669774573533	335.146250645658	340.669880385496	245.841535964823	264.729280004472
AL031432.4	0	1.97144853320975	4.44352017894125	5.04091477530395	5.0083917838684
AL031432.5	0	0	0	1.9388133751169	1.43096908110526
RSRP1	118.519164909943	155.744434123571	122.937391617375	186.90160936127	218.222784868552
AL031432.3	0	0	0	0.775525350046762	1.07322681082894
AL031432.2	2.41875846754986	0	0	0.775525350046762	2.86193816221051
RHD	0	0	1.48117339298042	0.387762675023381	0
SDHDP6	2.41875846754986	7.88579413283902	1.48117339298042	7.75525350046762	6.08161859469734
AL928711.1	2.41875846754986	3.94289706641951	0	3.10210140018705	3.93516497303945
TMEM50A	558.733206004018	465.261853837502	444.352017894125	407.538571449573	428.575239791024
RHCE	4.83751693509972	3.94289706641951	5.92469357192167	1.9388133751169	1.78871135138157
AL031284.1	0	5.91434559962926	1.48117339298042	0.775525350046762	1.43096908110526
MACO1	108.844131039744	161.6587797232	180.703153943611	117.492090532084	120.201402812841
LDLRAP1	130.612957247693	120.258360525795	114.050351259492	208.616319162579	189.961145516723
AL606491.1	0	0	0	3.48986407521043	1.43096908110526
MAN1C1	12.0937923377493	11.8286911992585	28.1422944666279	10.8573549006547	10.0167835677368
AL031280.1	0	0	0	0	0
SELENON	948.153319279546	845.751420746985	983.499132938997	936.834622856488	940.504428556429
AL020996.2	278.157223768234	252.345412250849	260.686517164553	235.759706414216	239.68732108513
